Epoch,NN1,NN1p,NN2,NN2p,Para
0,0.278,0.3096,0.3673,0.4047,0.9375
1,0.3113,0.3623,0.4074,0.4221,0.9473
2,0.3091,0.383,0.4216,0.443,0.9572
3,0.2988,0.3834,0.4238,0.4272,0.9624
4,0.294,0.3864,0.4988,0.4469,0.96
5,0.2899,0.3867,0.4881,0.4793,0.959
6,0.3246,0.4177,0.56,0.4585,0.9643
7,0.3239,0.4211,0.5441,0.4623,0.9675
8,0.3064,0.4109,0.5528,0.4807,0.9695
9,0.3226,0.4162,0.5338,0.497,0.9698
10,0.3184,0.4047,0.5158,0.5391,0.966
11,0.3187,0.4264,0.5462,0.532,0.9669
12,0.3382,0.422,0.5146,0.5256,0.9712
13,0.3866,0.4502,0.5288,0.517,0.9706
14,0.3985,0.4533,0.534,0.5326,0.9704
15,0.3461,0.438,0.4936,0.5281,0.9688
16,0.3619,0.4452,0.5437,0.535,0.971
17,0.3816,0.4449,0.5115,0.5347,0.9727
18,0.3782,0.3874,0.5371,0.5305,0.9733
19,0.3995,0.4492,0.5304,0.5294,0.9735
20,0.4017,0.4607,0.5462,0.5456,0.9717
21,0.4246,0.4186,0.5438,0.5405,0.9715
22,0.4195,0.5027,0.5421,0.5261,0.9726
23,0.4157,0.4678,0.5506,0.5335,0.9741
24,0.4054,0.3795,0.5899,0.5339,0.9724
25,0.4056,0.4444,0.5693,0.5342,0.9741
26,0.4243,0.4699,0.5819,0.5398,0.9734
27,0.3908,0.437,0.5323,0.5254,0.9674
28,0.4206,0.4545,0.5759,0.5505,0.9742
29,0.4238,0.4567,0.56,0.5407,0.974
30,0.4176,0.4501,0.5707,0.5388,0.974
31,0.4335,0.3648,0.5775,0.549,0.9748
32,0.439,0.4574,0.5741,0.5432,0.9722
33,0.3989,0.4439,0.5891,0.5557,0.9723
34,0.4366,0.4599,0.6004,0.5486,0.9753
35,0.4313,0.5261,0.5986,0.5491,0.9738
36,0.4229,0.3611,0.5709,0.5434,0.974
37,0.447,0.4309,0.559,0.5544,0.9708
38,0.409,0.4473,0.5938,0.5548,0.9736
39,0.4276,0.4523,0.5925,0.5455,0.9752
max(NN1)=,0,at Epoch,0
max(NN2)=,0,at Epoch,0
max(Para)=,0.9753,at Epoch,34
